           1           2           8
           2           2           9
           3           2          10
           4           3           9
           5           3          10
           6           3          11
           7           4          10
           8           4          11
           9           4          12
          10           5          11
          11           5          12
          12           5          13
          13           6          12
          14           6          13
          15           6          14
          16           8           2
          17           8           9
          18           8          16
          19           9           2
          20           9           3
          21           9          10
          22           9          15
          23           9          16
          24           9          17
          25          10           2
          26          10           3
          27          10           4
          28          10           9
          29          10          11
          30          10          16
          31          10          17
          32          10          18
          33          11           3
          34          11           4
          35          11           5
          36          11          10
          37          11          12
          38          11          17
          39          11          18
          40          11          19
          41          12           4
          42          12           5
          43          12           6
          44          12          11
          45          12          13
          46          12          18
          47          12          19
          48          12          20
          49          13           5
          50          13           6
          51          13          12
          52          13          19
          53          13          20
          54          14           6
          55          14          13
          56          14          20
          57          15           9
          58          15          16
          59          16           9
          60          16          10
          61          16          17
          62          16          23
          63          16          24
          64          17           9
          65          17          10
          66          17          11
          67          17          16
          68          17          18
          69          17          23
          70          17          24
          71          17          25
          72          18          10
          73          18          11
          74          18          12
          75          18          17
          76          18          19
          77          18          24
          78          18          25
          79          18          26
          80          19          11
          81          19          12
          82          19          13
          83          19          18
          84          19          20
          85          19          25
          86          19          26
          87          19          27
          88          20          12
          89          20          13
          90          20          14
          91          20          19
          92          20          26
          93          20          27
          94          21          13
          95          21          20
          96          21          27
          97          22          16
          98          22          23
          99          22          30
         100          23          16
         101          23          17
         102          23          24
         103          23          29
         104          23          30
         105          23          31
         106          24          16
         107          24          17
         108          24          18
         109          24          23
         110          24          25
         111          24          30
         112          24          31
         113          24          32
         114          25          17
         115          25          18
         116          25          19
         117          25          24
         118          25          26
         119          25          31
         120          25          32
         121          25          33
         122          26          18
         123          26          19
         124          26          20
         125          26          25
         126          26          27
         127          26          32
         128          26          33
         129          26          34
         130          27          19
         131          27          20
         132          27          21
         133          27          26
         134          27          33
         135          27          34
         136          29          23
         137          29          30
         138          29          37
         139          30          22
         140          30          23
         141          30          24
         142          30          31
         143          30          36
         144          30          37
         145          30          38
         146          31          23
         147          31          24
         148          31          25
         149          31          30
         150          31          32
         151          31          37
         152          31          38
         153          31          39
         154          32          24
         155          32          25
         156          32          26
         157          32          31
         158          32          33
         159          32          38
         160          32          39
         161          32          40
         162          33          25
         163          33          26
         164          33          27
         165          33          32
         166          33          34
         167          33          39
         168          33          40
         169          33          41
         170          34          26
         171          34          27
         172          34          33
         173          34          40
         174          34          41
         175          36          30
         176          36          43
         177          36          44
         178          37          29
         179          37          30
         180          37          31
         181          37          38
         182          37          43
         183          37          44
         184          37          45
         185          38          30
         186          38          31
         187          38          32
         188          38          37
         189          38          39
         190          38          44
         191          38          45
         192          38          46
         193          39          31
         194          39          32
         195          39          33
         196          39          38
         197          39          40
         198          39          46
         199          39          47
         200          40          32
         201          40          33
         202          40          34
         203          40          39
         204          40          41
         205          40          46
         206          40          47
         207          40          48
         208          41          34
         209          41          40
         210          41          48
         211          43          36
         212          43          50
         213          44          36
         214          44          37
         215          44          38
         216          44          45
         217          44          51
         218          44          52
         219          45          37
         220          45          38
         221          45          39
         222          45          44
         223          45          46
         224          45          51
         225          45          52
         226          45          53
         227          46          38
         228          46          39
         229          46          40
         230          46          45
         231          46          47
         232          46          52
         233          46          53
         234          46          54
         235          47          39
         236          47          40
         237          47          41
         238          47          46
         239          47          48
         240          47          53
         241          47          54
         242          47          55
         243          48          40
         244          48          41
         245          48          47
         246          48          54
         247          48          55
         248          50          43
         249          50          57
         250          51          44
         251          51          45
         252          51          52
         253          51          58
         254          51          59
         255          52          44
         256          52          45
         257          52          46
         258          52          51
         259          52          53
         260          52          58
         261          52          59
         262          52          60
         263          53          45
         264          53          46
         265          53          47
         266          53          52
         267          53          54
         268          53          59
         269          53          60
         270          53          61
         271          54          46
         272          54          47
         273          54          48
         274          54          53
         275          54          60
         276          54          61
         277          55          47
         278          55          48
         279          55          54
         280          55          61
         281          55          62
         282          57          51
         283          57          65
         284          58          51
         285          58          52
         286          58          59
         287          58          65
         288          58          66
         289          59          51
         290          59          52
         291          59          53
         292          59          58
         293          59          65
         294          59          66
         295          59          67
         296          60          52
         297          60          53
         298          60          54
         299          60          61
         300          60          66
         301          60          67
         302          60          68
         303          61          53
         304          61          54
         305          61          67
         306          61          68
         307          62          55
         308          62          68
         309          62          69
         310          65          57
         311          65          58
         312          65          59
         313          65          66
         314          65          72
         315          66          58
         316          66          59
         317          66          60
         318          66          65
         319          66          67
         320          66          73
         321          66          74
         322          67          59
         323          67          60
         324          67          61
         325          67          66
         326          67          68
         327          67          73
         328          67          74
         329          67          75
         330          68          60
         331          68          61
         332          68          62
         333          68          67
         334          68          69
         335          68          74
         336          68          75
         337          68          76
         338          69          61
         339          69          62
         340          69          68
         341          69          75
         342          69          76
         343          72          66
         344          72          73
         345          72          79
         346          73          65
         347          73          66
         348          73          67
         349          73          72
         350          73          74
         351          73          79
         352          73          80
         353          73          81
         354          74          66
         355          74          67
         356          74          68
         357          74          73
         358          74          75
         359          74          80
         360          74          81
         361          74          82
         362          75          67
         363          75          68
         364          75          69
         365          75          74
         366          75          76
         367          75          81
         368          75          82
         369          76          68
         370          76          69
         371          76          75
         372          76          82
         373          76          83
         374          79          72
         375          79          73
         376          79          80
         377          80          72
         378          80          73
         379          80          74
         380          80          79
         381          80          81
         382          80          86
         383          80          88
         384          81          73
         385          81          74
         386          81          75
         387          81          80
         388          81          82
         389          81          87
         390          81          88
         391          82          74
         392          82          75
         393          82          76
         394          82          81
         395          82          83
         396          82          88
         397          82          89
         398          82          90
         399          83          75
         400          83          76
         401          83          82
         402          83          89
         403          83          90
         404          85          79
         405          85          93
         406          86          79
         407          86          80
         408          86          87
         409          87          79
         410          87          81
         411          87          86
         412          87          88
         413          87          93
         414          87          94
         415          87          95
         416          88          80
         417          88          82
         418          88          87
         419          88          89
         420          88          94
         421          88          95
         422          88          96
         423          89          81
         424          89          83
         425          89          88
         426          89          95
         427          90          82
         428          90          83
         429          90          89
         430          90          96
         431          90          97
         432          93          85
         433          93          87
         434          93          94
         435          93         100
         436          94          88
         437          94          93
         438          94          95
         439          94         100
         440          94         101
         441          95          87
         442          95          88
         443          95          89
         444          95          94
         445          95          96
         446          95         101
         447          96          88
         448          96          90
         449          96          95
         450          96          97
         451          96         102
         452          96         103
         453          96         104
         454          97          89
         455          97          90
         456          97          96
         457          97         103
         458          97         104
         459          99          93
         460          99         100
         461          99         106
         462          99         107
         463         100          93
         464         100          94
         465         100         101
         466         100         107
         467         100         108
         468         101          93
         469         101          94
         470         101          95
         471         101         100
         472         101         102
         473         101         107
         474         101         108
         475         101         109
         476         102          94
         477         102          95
         478         102          96
         479         102         101
         480         102         103
         481         102         108
         482         102         109
         483         102         110
         484         103          95
         485         103          96
         486         103          97
         487         103         102
         488         103         104
         489         103         109
         490         103         110
         491         103         111
         492         104          96
         493         104          97
         494         104         103
         495         104         110
         496         104         111
         497         104         112
         498         105          97
         499         105         104
         500         105         111
         501         105         112
         502         106          99
         503         106         107
         504         106         113
         505         106         114
         506         107          99
         507         107         100
         508         107         101
         509         107         108
         510         107         113
         511         107         114
         512         107         115
         513         108         100
         514         108         101
         515         108         102
         516         108         107
         517         108         109
         518         108         114
         519         108         115
         520         108         116
         521         109         101
         522         109         102
         523         109         103
         524         109         108
         525         109         110
         526         109         115
         527         109         116
         528         109         117
         529         110         102
         530         110         103
         531         110         104
         532         110         109
         533         110         111
         534         110         116
         535         110         117
         536         110         118
         537         111         103
         538         111         104
         539         111         105
         540         111         110
         541         111         117
         542         111         118
         543         111         119
         544         112         104
         545         112         105
         546         112         111
         547         112         118
         548         112         119
         549         113         106
         550         113         107
         551         113         114
         552         113         120
         553         113         121
         554         114         106
         555         114         107
         556         114         108
         557         114         115
         558         114         120
         559         114         121
         560         114         122
         561         115         107
         562         115         108
         563         115         109
         564         115         114
         565         115         116
         566         115         121
         567         115         122
         568         115         123
         569         116         108
         570         116         109
         571         116         110
         572         116         115
         573         116         117
