   0.0000000e+00   0.0000000e+00   3.0429291e-05   1.5357082e-05   0.0000000e+00   1.6504382e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6051810e-05   3.5489765e-06   0.0000000e+00
   9.2474870e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.0400708e-06   0.0000000e+00   1.4947194e-05   1.6071783e-05   0.0000000e+00   9.6565654e-06   0.0000000e+00   1.9385829e-05   3.0560826e-05
   0.0000000e+00   1.1242849e-04   0.0000000e+00   0.0000000e+00   2.5311679e-05   0.0000000e+00   4.9433455e-05   0.0000000e+00   0.0000000e+00   1.2815226e-05   0.0000000e+00   3.1326062e-05   0.0000000e+00   0.0000000e+00
   0.0000000e+00   4.2534514e-05   5.7011040e-05   0.0000000e+00   1.7807439e-05   9.5195620e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1636597e-05   0.0000000e+00   0.0000000e+00   5.3117877e-06   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6565000e-05   3.8104567e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2417467e-05   0.0000000e+00
   0.0000000e+00   0.0000000e+00   7.1593398e-05   0.0000000e+00   7.0472292e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5794271e-04   0.0000000e+00   1.3261342e-05   0.0000000e+00   1.8553318e-04   0.0000000e+00
   0.0000000e+00   1.2178065e-06   0.0000000e+00   7.1906363e-06   0.0000000e+00   1.0511046e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.9364016e-05   8.4630038e-05   1.3495396e-05   0.0000000e+00
   0.0000000e+00   0.0000000e+00   2.4976500e-05   3.0239732e-05   0.0000000e+00   6.0563953e-05   3.1031871e-06   0.0000000e+00   3.5122854e-05   2.1007101e-05   4.4887238e-05   0.0000000e+00   2.7929666e-06   0.0000000e+00
   0.0000000e+00   0.0000000e+00   8.3573710e-06   4.1824049e-05   0.0000000e+00   0.0000000e+00   7.6507375e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.7717563e-04   4.6382204e-06   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.2964575e-05   3.0325349e-05   0.0000000e+00   5.3827646e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   8.0655993e-06   7.8394014e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6424814e-05   1.7808145e-05   0.0000000e+00   4.5651099e-05   3.2791778e-05   0.0000000e+00
   0.0000000e+00   4.2945319e-05   0.0000000e+00   7.0982034e-06   0.0000000e+00   1.5365664e-04   0.0000000e+00   1.0554275e-04   0.0000000e+00   1.6326926e-05   0.0000000e+00   0.0000000e+00   3.0346387e-05   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.6279698e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1073885e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7062553e-04
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
