1660 x,7.25,y,5,5.25
1661 y,5,x,7.5,7.75
1662 x,7.5,y,5,5.25
1663 y,5,x,7.75,8
1664 x,7.75,y,5,5.25
1665 y,5,x,8,8.25
1666 x,8,y,5,5.25
1667 y,5,x,8.25,8.5
1668 x,8.25,y,5,5.25
1669 y,5,x,8.5,8.75
1670 x,8.5,y,5,5.25
1671 y,5,x,8.75,9
1672 x,8.75,y,5,5.25
1673 y,5,x,9,9.25
1674 x,9,y,5,5.25
1675 y,5,x,9.25,9.5
1676 x,9.25,y,5,5.25
1677 y,5,x,9.5,9.75
1678 x,9.5,y,5,5.25
1679 y,5,x,9.75,10
1680 x,9.75,y,5,5.25
1681 y,5.25,x,0,0.25
1682 x,0,y,5.25,5.5
1683 y,5.25,x,0.25,0.5
1684 x,0.25,y,5.25,5.5
1685 y,5.25,x,0.5,0.75
1686 x,0.5,y,5.25,5.5
1687 y,5.25,x,0.75,1
1688 x,0.75,y,5.25,5.5
1689 y,5.25,x,1,1.25
1690 x,1,y,5.25,5.5
1691 y,5.25,x,1.25,1.5
1692 x,1.25,y,5.25,5.5
1693 y,5.25,x,1.5,1.75
1694 x,1.5,y,5.25,5.5
1695 y,5.25,x,1.75,2
1696 x,1.75,y,5.25,5.5
1697 y,5.25,x,2,2.25
1698 x,2,y,5.25,5.5
1699 y,5.25,x,2.25,2.5
1700 x,2.25,y,5.25,5.5
1701 y,5.25,x,2.5,2.75
1702 x,2.5,y,5.25,5.5
1703 y,5.25,x,2.75,3
1704 x,2.75,y,5.25,5.5
1705 y,5.25,x,3,3.25
1706 x,3,y,5.25,5.5
1707 y,5.25,x,3.25,3.5
1708 x,3.25,y,5.25,5.5
1709 y,5.25,x,3.5,3.75
1710 x,3.5,y,5.25,5.5
1711 y,5.25,x,3.75,4
1712 x,3.75,y,5.25,5.5
1713 y,5.25,x,4,4.25
1714 x,4,y,5.25,5.5
1715 y,5.25,x,4.25,4.5
1716 x,4.25,y,5.25,5.5
1717 y,5.25,x,4.5,4.75
1718 x,4.5,y,5.25,5.5
1719 y,5.25,x,4.75,5
1720 x,4.75,y,5.25,5.5
1721 y,5.25,x,5,5.25 product
1722 x,5,y,5.25,5.5
1723 y,5.25,x,5.25,5.5
1724 x,5.25,y,5.25,5.5
1725 y,5.25,x,5.5,5.75
1726 x,5.5,y,5.25,5.5
1727 y,5.25,x,5.75,6
1728 x,5.75,y,5.25,5.5
1729 y,5.25,x,6,6.25
1730 x,6,y,5.25,5.5
1731 y,5.25,x,6.25,6.5
1732 x,6.25,y,5.25,5.5
1733 y,5.25,x,6.5,6.75
1734 x,6.5,y,5.25,5.5
1735 y,5.25,x,6.75,7
1736 x,6.75,y,5.25,5.5
1737 y,5.25,x,7,7.25
1738 x,7,y,5.25,5.5
1739 y,5.25,x,7.25,7.5
1740 x,7.25,y,5.25,5.5
1741 y,5.25,x,7.5,7.75
1742 x,7.5,y,5.25,5.5
1743 y,5.25,x,7.75,8
1744 x,7.75,y,5.25,5.5
1745 y,5.25,x,8,8.25
1746 x,8,y,5.25,5.5
1747 y,5.25,x,8.25,8.5
1748 x,8.25,y,5.25,5.5
1749 y,5.25,x,8.5,8.75
1750 x,8.5,y,5.25,5.5
1751 y,5.25,x,8.75,9
1752 x,8.75,y,5.25,5.5
1753 y,5.25,x,9,9.25
1754 x,9,y,5.25,5.5
1755 y,5.25,x,9.25,9.5
1756 x,9.25,y,5.25,5.5
1757 y,5.25,x,9.5,9.75
1758 x,9.5,y,5.25,5.5
1759 y,5.25,x,9.75,10
1760 x,9.75,y,5.25,5.5
1761 y,5.5,x,0,0.25
1762 x,0,y,5.5,5.75
1763 y,5.5,x,0.25,0.5
1764 x,0.25,y,5.5,5.75
1765 y,5.5,x,0.5,0.75
1766 x,0.5,y,5.5,5.75
1767 y,5.5,x,0.75,1
1768 x,0.75,y,5.5,5.75
1769 y,5.5,x,1,1.25
1770 x,1,y,5.5,5.75
1771 y,5.5,x,1.25,1.5
1772 x,1.25,y,5.5,5.75
1773 y,5.5,x,1.5,1.75
1774 x,1.5,y,5.5,5.75
1775 y,5.5,x,1.75,2
1776 x,1.75,y,5.5,5.75
1777 y,5.5,x,2,2.25
1778 x,2,y,5.5,5.75
1779 y,5.5,x,2.25,2.5
1780 x,2.25,y,5.5,5.75
1781 y,5.5,x,2.5,2.75
1782 x,2.5,y,5.5,5.75
1783 y,5.5,x,2.75,3
1784 x,2.75,y,5.5,5.75
1785 y,5.5,x,3,3.25
1786 x,3,y,5.5,5.75
1787 y,5.5,x,3.25,3.5
1788 x,3.25,y,5.5,5.75
1789 y,5.5,x,3.5,3.75
1790 x,3.5,y,5.5,5.75
1791 y,5.5,x,3.75,4
1792 x,3.75,y,5.5,5.75
1793 y,5.5,x,4,4.25
1794 x,4,y,5.5,5.75
1795 y,5.5,x,4.25,4.5
1796 x,4.25,y,5.5,5.75
1797 y,5.5,x,4.5,4.75
1798 x,4.5,y,5.5,5.75
1799 y,5.5,x,4.75,5
1800 x,4.75,y,5.5,5.75
1801 y,5.5,x,5,5.25
1802 x,5,y,5.5,5.75
1803 y,5.5,x,5.25,5.5
1804 x,5.25,y,5.5,5.75
1805 y,5.5,x,5.5,5.75
1806 x,5.5,y,5.5,5.75
1807 y,5.5,x,5.75,6
1808 x,5.75,y,5.5,5.75
1809 y,5.5,x,6,6.25
1810 x,6,y,5.5,5.75
1811 y,5.5,x,6.25,6.5
1812 x,6.25,y,5.5,5.75
1813 y,5.5,x,6.5,6.75
1814 x,6.5,y,5.5,5.75
1815 y,5.5,x,6.75,7
1816 x,6.75,y,5.5,5.75
1817 y,5.5,x,7,7.25
1818 x,7,y,5.5,5.75
1819 y,5.5,x,7.25,7.5
1820 x,7.25,y,5.5,5.75
1821 y,5.5,x,7.5,7.75
1822 x,7.5,y,5.5,5.75
1823 y,5.5,x,7.75,8
1824 x,7.75,y,5.5,5.75
1825 y,5.5,x,8,8.25
1826 x,8,y,5.5,5.75
1827 y,5.5,x,8.25,8.5
1828 x,8.25,y,5.5,5.75
1829 y,5.5,x,8.5,8.75
1830 x,8.5,y,5.5,5.75
1831 y,5.5,x,8.75,9
1832 x,8.75,y,5.5,5.75
1833 y,5.5,x,9,9.25
1834 x,9,y,5.5,5.75
1835 y,5.5,x,9.25,9.5
1836 x,9.25,y,5.5,5.75
1837 y,5.5,x,9.5,9.75
1838 x,9.5,y,5.5,5.75
1839 y,5.5,x,9.75,10
1840 x,9.75,y,5.5,5.75
1841 y,5.75,x,0,0.25
1842 x,0,y,5.75,6
1843 y,5.75,x,0.25,0.5
1844 x,0.25,y,5.75,6
1845 y,5.75,x,0.5,0.75
1846 x,0.5,y,5.75,6
1847 y,5.75,x,0.75,1
1848 x,0.75,y,5.75,6
1849 y,5.75,x,1,1.25
1850 x,1,y,5.75,6
1851 y,5.75,x,1.25,1.5
1852 x,1.25,y,5.75,6
1853 y,5.75,x,1.5,1.75
1854 x,1.5,y,5.75,6
1855 y,5.75,x,1.75,2
1856 x,1.75,y,5.75,6
1857 y,5.75,x,2,2.25
1858 x,2,y,5.75,6
1859 y,5.75,x,2.25,2.5
1860 x,2.25,y,5.75,6
1861 y,5.75,x,2.5,2.75
1862 x,2.5,y,5.75,6
1863 y,5.75,x,2.75,3
1864 x,2.75,y,5.75,6
1865 y,5.75,x,3,3.25
1866 x,3,y,5.75,6
1867 y,5.75,x,3.25,3.5
1868 x,3.25,y,5.75,6
1869 y,5.75,x,3.5,3.75
1870 x,3.5,y,5.75,6
1871 y,5.75,x,3.75,4
1872 x,3.75,y,5.75,6
1873 y,5.75,x,4,4.25
1874 x,4,y,5.75,6
1875 y,5.75,x,4.25,4.5
1876 x,4.25,y,5.75,6
1877 y,5.75,x,4.5,4.75
1878 x,4.5,y,5.75,6
1879 y,5.75,x,4.75,5
1880 x,4.75,y,5.75,6
1881 y,5.75,x,5,5.25
1882 x,5,y,5.75,6
1883 y,5.75,x,5.25,5.5
1884 x,5.25,y,5.75,6
1885 y,5.75,x,5.5,5.75
1886 x,5.5,y,5.75,6
1887 y,5.75,x,5.75,6
1888 x,5.75,y,5.75,6
1889 y,5.75,x,6,6.25
1890 x,6,y,5.75,6
1891 y,5.75,x,6.25,6.5
1892 x,6.25,y,5.75,6
1893 y,5.75,x,6.5,6.75
1894 x,6.5,y,5.75,6
1895 y,5.75,x,6.75,7
1896 x,6.75,y,5.75,6
1897 y,5.75,x,7,7.25
1898 x,7,y,5.75,6
1899 y,5.75,x,7.25,7.5
1900 x,7.25,y,5.75,6
1901 y,5.75,x,7.5,7.75
1902 x,7.5,y,5.75,6
1903 y,5.75,x,7.75,8
1904 x,7.75,y,5.75,6
1905 y,5.75,x,8,8.25
1906 x,8,y,5.75,6
1907 y,5.75,x,8.25,8.5
1908 x,8.25,y,5.75,6
1909 y,5.75,x,8.5,8.75
1910 x,8.5,y,5.75,6
1911 y,5.75,x,8.75,9
1912 x,8.75,y,5.75,6
1913 y,5.75,x,9,9.25
1914 x,9,y,5.75,6
1915 y,5.75,x,9.25,9.5
1916 x,9.25,y,5.75,6
1917 y,5.75,x,9.5,9.75
1918 x,9.5,y,5.75,6
1919 y,5.75,x,9.75,10
1920 x,9.75,y,5.75,6
1921 y,6,x,0,0.25
1922 x,0,y,6,6.25
1923 y,6,x,0.25,0.5
1924 x,0.25,y,6,6.25
1925 y,6,x,0.5,0.75
1926 x,0.5,y,6,6.25
1927 y,6,x,0.75,1
1928 x,0.75,y,6,6.25
1929 y,6,x,1,1.25
1930 x,1,y,6,6.25
1931 y,6,x,1.25,1.5
1932 x,1.25,y,6,6.25
1933 y,6,x,1.5,1.75
1934 x,1.5,y,6,6.25
1935 y,6,x,1.75,2
1936 x,1.75,y,6,6.25
1937 y,6,x,2,2.25
1938 x,2,y,6,6.25
1939 y,6,x,2.25,2.5
1940 x,2.25,y,6,6.25
1941 y,6,x,2.5,2.75
1942 x,2.5,y,6,6.25
1943 y,6,x,2.75,3
1944 x,2.75,y,6,6.25
1945 y,6,x,3,3.25
1946 x,3,y,6,6.25
1947 y,6,x,3.25,3.5
1948 x,3.25,y,6,6.25
1949 y,6,x,3.5,3.75
1950 x,3.5,y,6,6.25
1951 y,6,x,3.75,4
1952 x,3.75,y,6,6.25
1953 y,6,x,4,4.25
1954 x,4,y,6,6.25
1955 y,6,x,4.25,4.5
1956 x,4.25,y,6,6.25
1957 y,6,x,4.5,4.75
1958 x,4.5,y,6,6.25
1959 y,6,x,4.75,5
1960 x,4.75,y,6,6.25
1961 y,6,x,5,5.25
1962 x,5,y,6,6.25
1963 y,6,x,5.25,5.5
1964 x,5.25,y,6,6.25
1965 y,6,x,5.5,5.75
1966 x,5.5,y,6,6.25
1967 y,6,x,5.75,6
1968 x,5.75,y,6,6.25
1969 y,6,x,6,6.25
1970 x,6,y,6,6.25
1971 y,6,x,6.25,6.5
1972 x,6.25,y,6,6.25
1973 y,6,x,6.5,6.75
1974 x,6.5,y,6,6.25
1975 y,6,x,6.75,7
1976 x,6.75,y,6,6.25
1977 y,6,x,7,7.25
1978 x,7,y,6,6.25
1979 y,6,x,7.25,7.5
1980 x,7.25,y,6,6.25
1981 y,6,x,7.5,7.75
1982 x,7.5,y,6,6.25
1983 y,6,x,7.75,8
1984 x,7.75,y,6,6.25
1985 y,6,x,8,8.25
1986 x,8,y,6,6.25
1987 y,6,x,8.25,8.5
1988 x,8.25,y,6,6.25
1989 y,6,x,8.5,8.75
1990 x,8.5,y,6,6.25
1991 y,6,x,8.75,9
1992 x,8.75,y,6,6.25
1993 y,6,x,9,9.25
1994 x,9,y,6,6.25
1995 y,6,x,9.25,9.5
1996 x,9.25,y,6,6.25
1997 y,6,x,9.5,9.75
1998 x,9.5,y,6,6.25
1999 y,6,x,9.75,10
2000 x,9.75,y,6,6.25
2001 y,6.25,x,0,0.25
2002 x,0,y,6.25,6.5
2003 y,6.25,x,0.25,0.5
2004 x,0.25,y,6.25,6.5
2005 y,6.25,x,0.5,0.75
2006 x,0.5,y,6.25,6.5
2007 y,6.25,x,0.75,1
2008 x,0.75,y,6.25,6.5
2009 y,6.25,x,1,1.25
2010 x,1,y,6.25,6.5
2011 y,6.25,x,1.25,1.5
2012 x,1.25,y,6.25,6.5
2013 y,6.25,x,1.5,1.75
2014 x,1.5,y,6.25,6.5
2015 y,6.25,x,1.75,2
2016 x,1.75,y,6.25,6.5
2017 y,6.25,x,2,2.25
2018 x,2,y,6.25,6.5
2019 y,6.25,x,2.25,2.5
2020 x,2.25,y,6.25,6.5
2021 y,6.25,x,2.5,2.75
2022 x,2.5,y,6.25,6.5
2023 y,6.25,x,2.75,3
2024 x,2.75,y,6.25,6.5
2025 y,6.25,x,3,3.25
2026 x,3,y,6.25,6.5
2027 y,6.25,x,3.25,3.5
2028 x,3.25,y,6.25,6.5
2029 y,6.25,x,3.5,3.75
2030 x,3.5,y,6.25,6.5
2031 y,6.25,x,3.75,4
2032 x,3.75,y,6.25,6.5
2033 y,6.25,x,4,4.25
2034 x,4,y,6.25,6.5
2035 y,6.25,x,4.25,4.5
2036 x,4.25,y,6.25,6.5
2037 y,6.25,x,4.5,4.75
2038 x,4.5,y,6.25,6.5
2039 y,6.25,x,4.75,5
2040 x,4.75,y,6.25,6.5
2041 y,6.25,x,5,5.25
2042 x,5,y,6.25,6.5
2043 y,6.25,x,5.25,5.5
2044 x,5.25,y,6.25,6.5
2045 y,6.25,x,5.5,5.75
2046 x,5.5,y,6.25,6.5
2047 y,6.25,x,5.75,6
2048 x,5.75,y,6.25,6.5
2049 y,6.25,x,6,6.25
2050 x,6,y,6.25,6.5
2051 y,6.25,x,6.25,6.5
2052 x,6.25,y,6.25,6.5
2053 y,6.25,x,6.5,6.75
2054 x,6.5,y,6.25,6.5
2055 y,6.25,x,6.75,7
2056 x,6.75,y,6.25,6.5
2057 y,6.25,x,7,7.25
2058 x,7,y,6.25,6.5
2059 y,6.25,x,7.25,7.5
2060 x,7.25,y,6.25,6.5
2061 y,6.25,x,7.5,7.75
2062 x,7.5,y,6.25,6.5
2063 y,6.25,x,7.75,8
2064 x,7.75,y,6.25,6.5
2065 y,6.25,x,8,8.25
2066 x,8,y,6.25,6.5
2067 y,6.25,x,8.25,8.5
2068 x,8.25,y,6.25,6.5
2069 y,6.25,x,8.5,8.75
2070 x,8.5,y,6.25,6.5
2071 y,6.25,x,8.75,9
2072 x,8.75,y,6.25,6.5
2073 y,6.25,x,9,9.25
2074 x,9,y,6.25,6.5
2075 y,6.25,x,9.25,9.5
2076 x,9.25,y,6.25,6.5
2077 y,6.25,x,9.5,9.75
2078 x,9.5,y,6.25,6.5
2079 y,6.25,x,9.75,10
2080 x,9.75,y,6.25,6.5
2081 y,6.5,x,0,0.25
2082 x,0,y,6.5,6.75
2083 y,6.5,x,0.25,0.5
2084 x,0.25,y,6.5,6.75
2085 y,6.5,x,0.5,0.75
2086 x,0.5,y,6.5,6.75
2087 y,6.5,x,0.75,1
2088 x,0.75,y,6.5,6.75
2089 y,6.5,x,1,1.25
2090 x,1,y,6.5,6.75
2091 y,6.5,x,1.25,1.5
2092 x,1.25,y,6.5,6.75
2093 y,6.5,x,1.5,1.75
2094 x,1.5,y,6.5,6.75
2095 y,6.5,x,1.75,2
2096 x,1.75,y,6.5,6.75
2097 y,6.5,x,2,2.25
2098 x,2,y,6.5,6.75
2099 y,6.5,x,2.25,2.5
2100 x,2.25,y,6.5,6.75
2101 y,6.5,x,2.5,2.75
2102 x,2.5,y,6.5,6.75
2103 y,6.5,x,2.75,3
2104 x,2.75,y,6.5,6.75
2105 y,6.5,x,3,3.25
2106 x,3,y,6.5,6.75
2107 y,6.5,x,3.25,3.5
2108 x,3.25,y,6.5,6.75
2109 y,6.5,x,3.5,3.75
2110 x,3.5,y,6.5,6.75
2111 y,6.5,x,3.75,4
2112 x,3.75,y,6.5,6.75
2113 y,6.5,x,4,4.25
2114 x,4,y,6.5,6.75
2115 y,6.5,x,4.25,4.5
2116 x,4.25,y,6.5,6.75
2117 y,6.5,x,4.5,4.75
2118 x,4.5,y,6.5,6.75
2119 y,6.5,x,4.75,5
2120 x,4.75,y,6.5,6.75
2121 y,6.5,x,5,5.25
2122 x,5,y,6.5,6.75
2123 y,6.5,x,5.25,5.5
2124 x,5.25,y,6.5,6.75
2125 y,6.5,x,5.5,5.75
2126 x,5.5,y,6.5,6.75
2127 y,6.5,x,5.75,6
2128 x,5.75,y,6.5,6.75
2129 y,6.5,x,6,6.25
2130 x,6,y,6.5,6.75
2131 y,6.5,x,6.25,6.5
2132 x,6.25,y,6.5,6.75
2133 y,6.5,x,6.5,6.75
2134 x,6.5,y,6.5,6.75
2135 y,6.5,x,6.75,7
2136 x,6.75,y,6.5,6.75
2137 y,6.5,x,7,7.25
2138 x,7,y,6.5,6.75
2139 y,6.5,x,7.25,7.5
2140 x,7.25,y,6.5,6.75
2141 y,6.5,x,7.5,7.75
2142 x,7.5,y,6.5,6.75
2143 y,6.5,x,7.75,8
2144 x,7.75,y,6.5,6.75
2145 y,6.5,x,8,8.25
2146 x,8,y,6.5,6.75
2147 y,6.5,x,8.25,8.5
2148 x,8.25,y,6.5,6.75
2149 y,6.5,x,8.5,8.75
2150 x,8.5,y,6.5,6.75
2151 y,6.5,x,8.75,9
2152 x,8.75,y,6.5,6.75
2153 y,6.5,x,9,9.25
2154 x,9,y,6.5,6.75
2155 y,6.5,x,9.25,9.5
2156 x,9.25,y,6.5,6.75
2157 y,6.5,x,9.5,9.75
2158 x,9.5,y,6.5,6.75
2159 y,6.5,x,9.75,10
2160 x,9.75,y,6.5,6.75
2161 y,6.75,x,0,0.25
2162 x,0,y,6.75,7
2163 y,6.75,x,0.25,0.5
2164 x,0.25,y,6.75,7
2165 y,6.75,x,0.5,0.75
2166 x,0.5,y,6.75,7
2167 y,6.75,x,0.75,1
2168 x,0.75,y,6.75,7
2169 y,6.75,x,1,1.25
2170 x,1,y,6.75,7
2171 y,6.75,x,1.25,1.5
2172 x,1.25,y,6.75,7
2173 y,6.75,x,1.5,1.75
2174 x,1.5,y,6.75,7
2175 y,6.75,x,1.75,2
2176 x,1.75,y,6.75,7
2177 y,6.75,x,2,2.25
2178 x,2,y,6.75,7
2179 y,6.75,x,2.25,2.5
2180 x,2.25,y,6.75,7
2181 y,6.75,x,2.5,2.75
2182 x,2.5,y,6.75,7
2183 y,6.75,x,2.75,3
2184 x,2.75,y,6.75,7
2185 y,6.75,x,3,3.25
2186 x,3,y,6.75,7
2187 y,6.75,x,3.25,3.5
2188 x,3.25,y,6.75,7
2189 y,6.75,x,3.5,3.75
2190 x,3.5,y,6.75,7
2191 y,6.75,x,3.75,4
2192 x,3.75,y,6.75,7
2193 y,6.75,x,4,4.25
2194 x,4,y,6.75,7
2195 y,6.75,x,4.25,4.5
2196 x,4.25,y,6.75,7
2197 y,6.75,x,4.5,4.75
2198 x,4.5,y,6.75,7
2199 y,6.75,x,4.75,5
2200 x,4.75,y,6.75,7
2201 y,6.75,x,5,5.25
2202 x,5,y,6.75,7
2203 y,6.75,x,5.25,5.5
2204 x,5.25,y,6.75,7
2205 y,6.75,x,5.5,5.75
2206 x,5.5,y,6.75,7
2207 y,6.75,x,5.75,6
2208 x,5.75,y,6.75,7
2209 y,6.75,x,6,6.25
2210 x,6,y,6.75,7
2211 y,6.75,x,6.25,6.5
2212 x,6.25,y,6.75,7
2213 y,6.75,x,6.5,6.75
2214 x,6.5,y,6.75,7
2215 y,6.75,x,6.75,7
2216 x,6.75,y,6.75,7
2217 y,6.75,x,7,7.25
2218 x,7,y,6.75,7
2219 y,6.75,x,7.25,7.5
2220 x,7.25,y,6.75,7
2221 y,6.75,x,7.5,7.75
2222 x,7.5,y,6.75,7
2223 y,6.75,x,7.75,8
2224 x,7.75,y,6.75,7
2225 y,6.75,x,8,8.25
2226 x,8,y,6.75,7
2227 y,6.75,x,8.25,8.5
2228 x,8.25,y,6.75,7
2229 y,6.75,x,8.5,8.75
2230 x,8.5,y,6.75,7
2231 y,6.75,x,8.75,9
2232 x,8.75,y,6.75,7
2233 y,6.75,x,9,9.25
2234 x,9,y,6.75,7
2235 y,6.75,x,9.25,9.5
2236 x,9.25,y,6.75,7
2237 y,6.75,x,9.5,9.75
2238 x,9.5,y,6.75,7
2239 y,6.75,x,9.75,10
2240 x,9.75,y,6.75,7
2241 y,7,x,0,0.25
2242 x,0,y,7,7.25
2243 y,7,x,0.25,0.5
2244 x,0.25,y,7,7.25
2245 y,7,x,0.5,0.75
2246 x,0.5,y,7,7.25
2247 y,7,x,0.75,1
2248 x,0.75,y,7,7.25
2249 y,7,x,1,1.25
2250 x,1,y,7,7.25
2251 y,7,x,1.25,1.5
2252 x,1.25,y,7,7.25
2253 y,7,x,1.5,1.75
2254 x,1.5,y,7,7.25
2255 y,7,x,1.75,2
2256 x,1.75,y,7,7.25
2257 y,7,x,2,2.25
2258 x,2,y,7,7.25
2259 y,7,x,2.25,2.5
2260 x,2.25,y,7,7.25
2261 y,7,x,2.5,2.75
2262 x,2.5,y,7,7.25
2263 y,7,x,2.75,3
2264 x,2.75,y,7,7.25
2265 y,7,x,3,3.25
2266 x,3,y,7,7.25
2267 y,7,x,3.25,3.5
2268 x,3.25,y,7,7.25
2269 y,7,x,3.5,3.75
2270 x,3.5,y,7,7.25
2271 y,7,x,3.75,4
2272 x,3.75,y,7,7.25
2273 y,7,x,4,4.25
2274 x,4,y,7,7.25
2275 y,7,x,4.25,4.5
2276 x,4.25,y,7,7.25
2277 y,7,x,4.5,4.75
2278 x,4.5,y,7,7.25
2279 y,7,x,4.75,5
2280 x,4.75,y,7,7.25
2281 y,7,x,5,5.25
2282 x,5,y,7,7.25
2283 y,7,x,5.25,5.5
2284 x,5.25,y,7,7.25
2285 y,7,x,5.5,5.75
2286 x,5.5,y,7,7.25
2287 y,7,x,5.75,6
2288 x,5.75,y,7,7.25
2289 y,7,x,6,6.25
2290 x,6,y,7,7.25
2291 y,7,x,6.25,6.5
2292 x,6.25,y,7,7.25
2293 y,7,x,6.5,6.75
2294 x,6.5,y,7,7.25
2295 y,7,x,6.75,7
2296 x,6.75,y,7,7.25
2297 y,7,x,7,7.25
2298 x,7,y,7,7.25
2299 y,7,x,7.25,7.5
2300 x,7.25,y,7,7.25
2301 y,7,x,7.5,7.75
2302 x,7.5,y,7,7.25
2303 y,7,x,7.75,8
2304 x,7.75,y,7,7.25
2305 y,7,x,8,8.25
2306 x,8,y,7,7.25
2307 y,7,x,8.25,8.5
2308 x,8.25,y,7,7.25
2309 y,7,x,8.5,8.75
2310 x,8.5,y,7,7.25
2311 y,7,x,8.75,9
2312 x,8.75,y,7,7.25
2313 y,7,x,9,9.25
2314 x,9,y,7,7.25
2315 y,7,x,9.25,9.5
2316 x,9.25,y,7,7.25
2317 y,7,x,9.5,9.75
2318 x,9.5,y,7,7.25
2319 y,7,x,9.75,10
2320 x,9.75,y,7,7.25
2321 y,7.25,x,0,0.25
2322 x,0,y,7.25,7.5
2323 y,7.25,x,0.25,0.5
2324 x,0.25,y,7.25,7.5
2325 y,7.25,x,0.5,0.75
2326 x,0.5,y,7.25,7.5
2327 y,7.25,x,0.75,1
2328 x,0.75,y,7.25,7.5
2329 y,7.25,x,1,1.25
2330 x,1,y,7.25,7.5
2331 y,7.25,x,1.25,1.5
2332 x,1.25,y,7.25,7.5
2333 y,7.25,x,1.5,1.75
2334 x,1.5,y,7.25,7.5
2335 y,7.25,x,1.75,2
2336 x,1.75,y,7.25,7.5
2337 y,7.25,x,2,2.25
2338 x,2,y,7.25,7.5
2339 y,7.25,x,2.25,2.5
2340 x,2.25,y,7.25,7.5
2341 y,7.25,x,2.5,2.75
2342 x,2.5,y,7.25,7.5
2343 y,7.25,x,2.75,3
2344 x,2.75,y,7.25,7.5
2345 y,7.25,x,3,3.25
2346 x,3,y,7.25,7.5
2347 y,7.25,x,3.25,3.5
2348 x,3.25,y,7.25,7.5
2349 y,7.25,x,3.5,3.75
2350 x,3.5,y,7.25,7.5
2351 y,7.25,x,3.75,4
2352 x,3.75,y,7.25,7.5
2353 y,7.25,x,4,4.25
2354 x,4,y,7.25,7.5
2355 y,7.25,x,4.25,4.5
2356 x,4.25,y,7.25,7.5
2357 y,7.25,x,4.5,4.75
2358 x,4.5,y,7.25,7.5
2359 y,7.25,x,4.75,5
2360 x,4.75,y,7.25,7.5
2361 y,7.25,x,5,5.25
2362 x,5,y,7.25,7.5
2363 y,7.25,x,5.25,5.5
2364 x,5.25,y,7.25,7.5
2365 y,7.25,x,5.5,5.75
2366 x,5.5,y,7.25,7.5
2367 y,7.25,x,5.75,6
2368 x,5.75,y,7.25,7.5
2369 y,7.25,x,6,6.25
2370 x,6,y,7.25,7.5
2371 y,7.25,x,6.25,6.5
2372 x,6.25,y,7.25,7.5
2373 y,7.25,x,6.5,6.75
2374 x,6.5,y,7.25,7.5
2375 y,7.25,x,6.75,7
2376 x,6.75,y,7.25,7.5
2377 y,7.25,x,7,7.25
2378 x,7,y,7.25,7.5
2379 y,7.25,x,7.25,7.5
2380 x,7.25,y,7.25,7.5
2381 y,7.25,x,7.5,7.75
2382 x,7.5,y,7.25,7.5
2383 y,7.25,x,7.75,8
2384 x,7.75,y,7.25,7.5
2385 y,7.25,x,8,8.25
2386 x,8,y,7.25,7.5
2387 y,7.25,x,8.25,8.5
2388 x,8.25,y,7.25,7.5
2389 y,7.25,x,8.5,8.75
2390 x,8.5,y,7.25,7.5
2391 y,7.25,x,8.75,9
2392 x,8.75,y,7.25,7.5
2393 y,7.25,x,9,9.25
2394 x,9,y,7.25,7.5
2395 y,7.25,x,9.25,9.5
2396 x,9.25,y,7.25,7.5
2397 y,7.25,x,9.5,9.75
2398 x,9.5,y,7.25,7.5
2399 y,7.25,x,9.75,10
2400 x,9.75,y,7.25,7.5
2401 y,7.5,x,0,0.25
2402 x,0,y,7.5,7.75
2403 y,7.5,x,0.25,0.5
2404 x,0.25,y,7.5,7.75
2405 y,7.5,x,0.5,0.75
2406 x,0.5,y,7.5,7.75
2407 y,7.5,x,0.75,1
2408 x,0.75,y,7.5,7.75
2409 y,7.5,x,1,1.25
2410 x,1,y,7.5,7.75
2411 y,7.5,x,1.25,1.5
2412 x,1.25,y,7.5,7.75
2413 y,7.5,x,1.5,1.75
2414 x,1.5,y,7.5,7.75
2415 y,7.5,x,1.75,2
2416 x,1.75,y,7.5,7.75
2417 y,7.5,x,2,2.25
2418 x,2,y,7.5,7.75
2419 y,7.5,x,2.25,2.5
2420 x,2.25,y,7.5,7.75
2421 y,7.5,x,2.5,2.75
2422 x,2.5,y,7.5,7.75
2423 y,7.5,x,2.75,3
2424 x,2.75,y,7.5,7.75
2425 y,7.5,x,3,3.25
2426 x,3,y,7.5,7.75
2427 y,7.5,x,3.25,3.5
2428 x,3.25,y,7.5,7.75
2429 y,7.5,x,3.5,3.75
2430 x,3.5,y,7.5,7.75
2431 y,7.5,x,3.75,4
2432 x,3.75,y,7.5,7.75
2433 y,7.5,x,4,4.25
2434 x,4,y,7.5,7.75
2435 y,7.5,x,4.25,4.5
2436 x,4.25,y,7.5,7.75
2437 y,7.5,x,4.5,4.75
2438 x,4.5,y,7.5,7.75
2439 y,7.5,x,4.75,5
2440 x,4.75,y,7.5,7.75
2441 y,7.5,x,5,5.25
2442 x,5,y,7.5,7.75
2443 y,7.5,x,5.25,5.5
2444 x,5.25,y,7.5,7.75
2445 y,7.5,x,5.5,5.75
2446 x,5.5,y,7.5,7.75
2447 y,7.5,x,5.75,6
2448 x,5.75,y,7.5,7.75
2449 y,7.5,x,6,6.25
2450 x,6,y,7.5,7.75
2451 y,7.5,x,6.25,6.5
2452 x,6.25,y,7.5,7.75
2453 y,7.5,x,6.5,6.75
2454 x,6.5,y,7.5,7.75
