848 x,5.75,y,2.5,2.75
849 y,2.5,x,6,6.25
850 x,6,y,2.5,2.75
851 y,2.5,x,6.25,6.5
852 x,6.25,y,2.5,2.75
853 y,2.5,x,6.5,6.75
854 x,6.5,y,2.5,2.75
855 y,2.5,x,6.75,7
856 x,6.75,y,2.5,2.75
857 y,2.5,x,7,7.25
858 x,7,y,2.5,2.75
859 y,2.5,x,7.25,7.5
860 x,7.25,y,2.5,2.75
861 y,2.5,x,7.5,7.75
862 x,7.5,y,2.5,2.75
863 y,2.5,x,7.75,8
864 x,7.75,y,2.5,2.75
865 y,2.5,x,8,8.25
866 x,8,y,2.5,2.75
867 y,2.5,x,8.25,8.5
868 x,8.25,y,2.5,2.75
869 y,2.5,x,8.5,8.75
870 x,8.5,y,2.5,2.75
871 y,2.5,x,8.75,9
872 x,8.75,y,2.5,2.75
873 y,2.5,x,9,9.25
874 x,9,y,2.5,2.75
875 y,2.5,x,9.25,9.5
876 x,9.25,y,2.5,2.75
877 y,2.5,x,9.5,9.75
878 x,9.5,y,2.5,2.75
879 y,2.5,x,9.75,10
880 x,9.75,y,2.5,2.75
881 y,2.75,x,0,0.25
882 x,0,y,2.75,3
883 y,2.75,x,0.25,0.5
884 x,0.25,y,2.75,3
885 y,2.75,x,0.5,0.75
886 x,0.5,y,2.75,3
887 y,2.75,x,0.75,1
888 x,0.75,y,2.75,3
889 y,2.75,x,1,1.25
890 x,1,y,2.75,3
891 y,2.75,x,1.25,1.5
892 x,1.25,y,2.75,3
893 y,2.75,x,1.5,1.75
894 x,1.5,y,2.75,3
895 y,2.75,x,1.75,2
896 x,1.75,y,2.75,3
897 y,2.75,x,2,2.25
898 x,2,y,2.75,3
899 y,2.75,x,2.25,2.5
900 x,2.25,y,2.75,3
901 y,2.75,x,2.5,2.75
902 x,2.5,y,2.75,3
903 y,2.75,x,2.75,3
904 x,2.75,y,2.75,3
905 y,2.75,x,3,3.25
906 x,3,y,2.75,3
907 y,2.75,x,3.25,3.5
908 x,3.25,y,2.75,3
909 y,2.75,x,3.5,3.75
910 x,3.5,y,2.75,3
911 y,2.75,x,3.75,4
912 x,3.75,y,2.75,3
913 y,2.75,x,4,4.25
914 x,4,y,2.75,3
915 y,2.75,x,4.25,4.5
916 x,4.25,y,2.75,3
917 y,2.75,x,4.5,4.75
918 x,4.5,y,2.75,3
919 y,2.75,x,4.75,5
920 x,4.75,y,2.75,3
921 y,2.75,x,5,5.25
922 x,5,y,2.75,3
923 y,2.75,x,5.25,5.5
924 x,5.25,y,2.75,3
925 y,2.75,x,5.5,5.75
926 x,5.5,y,2.75,3
927 y,2.75,x,5.75,6
928 x,5.75,y,2.75,3
929 y,2.75,x,6,6.25
930 x,6,y,2.75,3
931 y,2.75,x,6.25,6.5
932 x,6.25,y,2.75,3
933 y,2.75,x,6.5,6.75
934 x,6.5,y,2.75,3
935 y,2.75,x,6.75,7
936 x,6.75,y,2.75,3
937 y,2.75,x,7,7.25
938 x,7,y,2.75,3
939 y,2.75,x,7.25,7.5
940 x,7.25,y,2.75,3
941 y,2.75,x,7.5,7.75
942 x,7.5,y,2.75,3
943 y,2.75,x,7.75,8
944 x,7.75,y,2.75,3
945 y,2.75,x,8,8.25
946 x,8,y,2.75,3
947 y,2.75,x,8.25,8.5
948 x,8.25,y,2.75,3
949 y,2.75,x,8.5,8.75
950 x,8.5,y,2.75,3
951 y,2.75,x,8.75,9
952 x,8.75,y,2.75,3
953 y,2.75,x,9,9.25
954 x,9,y,2.75,3
955 y,2.75,x,9.25,9.5
956 x,9.25,y,2.75,3
957 y,2.75,x,9.5,9.75
958 x,9.5,y,2.75,3
959 y,2.75,x,9.75,10
960 x,9.75,y,2.75,3
961 y,3,x,0,0.25
962 x,0,y,3,3.25
963 y,3,x,0.25,0.5
964 x,0.25,y,3,3.25
965 y,3,x,0.5,0.75
966 x,0.5,y,3,3.25
967 y,3,x,0.75,1
968 x,0.75,y,3,3.25
969 y,3,x,1,1.25
970 x,1,y,3,3.25
971 y,3,x,1.25,1.5
972 x,1.25,y,3,3.25
973 y,3,x,1.5,1.75
974 x,1.5,y,3,3.25
975 y,3,x,1.75,2
976 x,1.75,y,3,3.25
977 y,3,x,2,2.25
978 x,2,y,3,3.25
979 y,3,x,2.25,2.5
980 x,2.25,y,3,3.25
981 y,3,x,2.5,2.75
982 x,2.5,y,3,3.25
983 y,3,x,2.75,3
984 x,2.75,y,3,3.25
985 y,3,x,3,3.25
986 x,3,y,3,3.25
987 y,3,x,3.25,3.5
988 x,3.25,y,3,3.25
989 y,3,x,3.5,3.75
990 x,3.5,y,3,3.25
991 y,3,x,3.75,4
992 x,3.75,y,3,3.25
993 y,3,x,4,4.25
994 x,4,y,3,3.25
995 y,3,x,4.25,4.5
996 x,4.25,y,3,3.25
997 y,3,x,4.5,4.75
998 x,4.5,y,3,3.25
999 y,3,x,4.75,5
1000 x,4.75,y,3,3.25
1001 y,3,x,5,5.25
1002 x,5,y,3,3.25
1003 y,3,x,5.25,5.5
1004 x,5.25,y,3,3.25
1005 y,3,x,5.5,5.75
1006 x,5.5,y,3,3.25
1007 y,3,x,5.75,6
1008 x,5.75,y,3,3.25
1009 y,3,x,6,6.25
1010 x,6,y,3,3.25
1011 y,3,x,6.25,6.5
1012 x,6.25,y,3,3.25
1013 y,3,x,6.5,6.75
1014 x,6.5,y,3,3.25
1015 y,3,x,6.75,7
1016 x,6.75,y,3,3.25
1017 y,3,x,7,7.25
1018 x,7,y,3,3.25
1019 y,3,x,7.25,7.5
1020 x,7.25,y,3,3.25
1021 y,3,x,7.5,7.75
1022 x,7.5,y,3,3.25
1023 y,3,x,7.75,8
1024 x,7.75,y,3,3.25
1025 y,3,x,8,8.25
1026 x,8,y,3,3.25
1027 y,3,x,8.25,8.5
1028 x,8.25,y,3,3.25
1029 y,3,x,8.5,8.75
1030 x,8.5,y,3,3.25
1031 y,3,x,8.75,9
1032 x,8.75,y,3,3.25
1033 y,3,x,9,9.25
1034 x,9,y,3,3.25
1035 y,3,x,9.25,9.5
1036 x,9.25,y,3,3.25
1037 y,3,x,9.5,9.75
1038 x,9.5,y,3,3.25
1039 y,3,x,9.75,10
1040 x,9.75,y,3,3.25
1041 y,3.25,x,0,0.25
1042 x,0,y,3.25,3.5
1043 y,3.25,x,0.25,0.5
1044 x,0.25,y,3.25,3.5
1045 y,3.25,x,0.5,0.75
1046 x,0.5,y,3.25,3.5
1047 y,3.25,x,0.75,1
1048 x,0.75,y,3.25,3.5
1049 y,3.25,x,1,1.25
1050 x,1,y,3.25,3.5
1051 y,3.25,x,1.25,1.5
1052 x,1.25,y,3.25,3.5
1053 y,3.25,x,1.5,1.75
1054 x,1.5,y,3.25,3.5
1055 y,3.25,x,1.75,2
1056 x,1.75,y,3.25,3.5
1057 y,3.25,x,2,2.25
1058 x,2,y,3.25,3.5
1059 y,3.25,x,2.25,2.5
1060 x,2.25,y,3.25,3.5
1061 y,3.25,x,2.5,2.75
1062 x,2.5,y,3.25,3.5
1063 y,3.25,x,2.75,3
1064 x,2.75,y,3.25,3.5
1065 y,3.25,x,3,3.25
1066 x,3,y,3.25,3.5
1067 y,3.25,x,3.25,3.5
1068 x,3.25,y,3.25,3.5
1069 y,3.25,x,3.5,3.75
1070 x,3.5,y,3.25,3.5
1071 y,3.25,x,3.75,4
1072 x,3.75,y,3.25,3.5
1073 y,3.25,x,4,4.25
1074 x,4,y,3.25,3.5
1075 y,3.25,x,4.25,4.5
1076 x,4.25,y,3.25,3.5
1077 y,3.25,x,4.5,4.75
1078 x,4.5,y,3.25,3.5
1079 y,3.25,x,4.75,5
1080 x,4.75,y,3.25,3.5
1081 y,3.25,x,5,5.25
1082 x,5,y,3.25,3.5
1083 y,3.25,x,5.25,5.5
1084 x,5.25,y,3.25,3.5
1085 y,3.25,x,5.5,5.75
1086 x,5.5,y,3.25,3.5
1087 y,3.25,x,5.75,6
1088 x,5.75,y,3.25,3.5
1089 y,3.25,x,6,6.25
1090 x,6,y,3.25,3.5
1091 y,3.25,x,6.25,6.5
1092 x,6.25,y,3.25,3.5
1093 y,3.25,x,6.5,6.75
1094 x,6.5,y,3.25,3.5
1095 y,3.25,x,6.75,7
1096 x,6.75,y,3.25,3.5
1097 y,3.25,x,7,7.25
1098 x,7,y,3.25,3.5
1099 y,3.25,x,7.25,7.5
1100 x,7.25,y,3.25,3.5
1101 y,3.25,x,7.5,7.75
1102 x,7.5,y,3.25,3.5
1103 y,3.25,x,7.75,8
1104 x,7.75,y,3.25,3.5
1105 y,3.25,x,8,8.25
1106 x,8,y,3.25,3.5
1107 y,3.25,x,8.25,8.5
1108 x,8.25,y,3.25,3.5
1109 y,3.25,x,8.5,8.75
1110 x,8.5,y,3.25,3.5
1111 y,3.25,x,8.75,9
1112 x,8.75,y,3.25,3.5
1113 y,3.25,x,9,9.25
1114 x,9,y,3.25,3.5
1115 y,3.25,x,9.25,9.5
1116 x,9.25,y,3.25,3.5
1117 y,3.25,x,9.5,9.75
1118 x,9.5,y,3.25,3.5
1119 y,3.25,x,9.75,10
1120 x,9.75,y,3.25,3.5
1121 y,3.5,x,0,0.25
1122 x,0,y,3.5,3.75
1123 y,3.5,x,0.25,0.5
1124 x,0.25,y,3.5,3.75
1125 y,3.5,x,0.5,0.75
1126 x,0.5,y,3.5,3.75
1127 y,3.5,x,0.75,1
1128 x,0.75,y,3.5,3.75
1129 y,3.5,x,1,1.25
1130 x,1,y,3.5,3.75
1131 y,3.5,x,1.25,1.5
1132 x,1.25,y,3.5,3.75
1133 y,3.5,x,1.5,1.75
1134 x,1.5,y,3.5,3.75
1135 y,3.5,x,1.75,2
1136 x,1.75,y,3.5,3.75
1137 y,3.5,x,2,2.25
1138 x,2,y,3.5,3.75
1139 y,3.5,x,2.25,2.5
1140 x,2.25,y,3.5,3.75
1141 y,3.5,x,2.5,2.75
1142 x,2.5,y,3.5,3.75
1143 y,3.5,x,2.75,3
1144 x,2.75,y,3.5,3.75
1145 y,3.5,x,3,3.25
1146 x,3,y,3.5,3.75
1147 y,3.5,x,3.25,3.5
1148 x,3.25,y,3.5,3.75
1149 y,3.5,x,3.5,3.75
1150 x,3.5,y,3.5,3.75
1151 y,3.5,x,3.75,4
1152 x,3.75,y,3.5,3.75
1153 y,3.5,x,4,4.25
1154 x,4,y,3.5,3.75
1155 y,3.5,x,4.25,4.5
1156 x,4.25,y,3.5,3.75
1157 y,3.5,x,4.5,4.75
1158 x,4.5,y,3.5,3.75
1159 y,3.5,x,4.75,5
1160 x,4.75,y,3.5,3.75
1161 y,3.5,x,5,5.25
1162 x,5,y,3.5,3.75
1163 y,3.5,x,5.25,5.5
1164 x,5.25,y,3.5,3.75
1165 y,3.5,x,5.5,5.75
1166 x,5.5,y,3.5,3.75
1167 y,3.5,x,5.75,6
1168 x,5.75,y,3.5,3.75
1169 y,3.5,x,6,6.25
1170 x,6,y,3.5,3.75
1171 y,3.5,x,6.25,6.5
1172 x,6.25,y,3.5,3.75
1173 y,3.5,x,6.5,6.75
1174 x,6.5,y,3.5,3.75
1175 y,3.5,x,6.75,7
1176 x,6.75,y,3.5,3.75
1177 y,3.5,x,7,7.25
1178 x,7,y,3.5,3.75
1179 y,3.5,x,7.25,7.5
1180 x,7.25,y,3.5,3.75
1181 y,3.5,x,7.5,7.75
1182 x,7.5,y,3.5,3.75
1183 y,3.5,x,7.75,8
1184 x,7.75,y,3.5,3.75
1185 y,3.5,x,8,8.25
1186 x,8,y,3.5,3.75
1187 y,3.5,x,8.25,8.5
1188 x,8.25,y,3.5,3.75
1189 y,3.5,x,8.5,8.75
1190 x,8.5,y,3.5,3.75
1191 y,3.5,x,8.75,9
1192 x,8.75,y,3.5,3.75
1193 y,3.5,x,9,9.25
1194 x,9,y,3.5,3.75
1195 y,3.5,x,9.25,9.5
1196 x,9.25,y,3.5,3.75
1197 y,3.5,x,9.5,9.75
1198 x,9.5,y,3.5,3.75
1199 y,3.5,x,9.75,10
1200 x,9.75,y,3.5,3.75
1201 y,3.75,x,0,0.25
1202 x,0,y,3.75,4
1203 y,3.75,x,0.25,0.5
1204 x,0.25,y,3.75,4
1205 y,3.75,x,0.5,0.75
1206 x,0.5,y,3.75,4
1207 y,3.75,x,0.75,1
1208 x,0.75,y,3.75,4
1209 y,3.75,x,1,1.25
1210 x,1,y,3.75,4
1211 y,3.75,x,1.25,1.5
1212 x,1.25,y,3.75,4
1213 y,3.75,x,1.5,1.75
1214 x,1.5,y,3.75,4
1215 y,3.75,x,1.75,2
1216 x,1.75,y,3.75,4
1217 y,3.75,x,2,2.25
1218 x,2,y,3.75,4
1219 y,3.75,x,2.25,2.5
1220 x,2.25,y,3.75,4
1221 y,3.75,x,2.5,2.75
1222 x,2.5,y,3.75,4
1223 y,3.75,x,2.75,3
1224 x,2.75,y,3.75,4
1225 y,3.75,x,3,3.25
1226 x,3,y,3.75,4
1227 y,3.75,x,3.25,3.5
1228 x,3.25,y,3.75,4
1229 y,3.75,x,3.5,3.75
1230 x,3.5,y,3.75,4
1231 y,3.75,x,3.75,4
1232 x,3.75,y,3.75,4
1233 y,3.75,x,4,4.25
1234 x,4,y,3.75,4
1235 y,3.75,x,4.25,4.5
1236 x,4.25,y,3.75,4
1237 y,3.75,x,4.5,4.75
1238 x,4.5,y,3.75,4
1239 y,3.75,x,4.75,5
1240 x,4.75,y,3.75,4
1241 y,3.75,x,5,5.25
1242 x,5,y,3.75,4
1243 y,3.75,x,5.25,5.5
1244 x,5.25,y,3.75,4
1245 y,3.75,x,5.5,5.75
1246 x,5.5,y,3.75,4
1247 y,3.75,x,5.75,6
1248 x,5.75,y,3.75,4
1249 y,3.75,x,6,6.25
1250 x,6,y,3.75,4
1251 y,3.75,x,6.25,6.5
1252 x,6.25,y,3.75,4
1253 y,3.75,x,6.5,6.75
1254 x,6.5,y,3.75,4
1255 y,3.75,x,6.75,7
1256 x,6.75,y,3.75,4
1257 y,3.75,x,7,7.25
1258 x,7,y,3.75,4
1259 y,3.75,x,7.25,7.5
1260 x,7.25,y,3.75,4
1261 y,3.75,x,7.5,7.75
1262 x,7.5,y,3.75,4
1263 y,3.75,x,7.75,8
1264 x,7.75,y,3.75,4
1265 y,3.75,x,8,8.25
1266 x,8,y,3.75,4
1267 y,3.75,x,8.25,8.5
1268 x,8.25,y,3.75,4
1269 y,3.75,x,8.5,8.75
1270 x,8.5,y,3.75,4
1271 y,3.75,x,8.75,9
1272 x,8.75,y,3.75,4
1273 y,3.75,x,9,9.25
1274 x,9,y,3.75,4
1275 y,3.75,x,9.25,9.5
1276 x,9.25,y,3.75,4
1277 y,3.75,x,9.5,9.75
1278 x,9.5,y,3.75,4
1279 y,3.75,x,9.75,10
1280 x,9.75,y,3.75,4
1281 y,4,x,0,0.25
1282 x,0,y,4,4.25
1283 y,4,x,0.25,0.5
1284 x,0.25,y,4,4.25
1285 y,4,x,0.5,0.75
1286 x,0.5,y,4,4.25
1287 y,4,x,0.75,1
1288 x,0.75,y,4,4.25
1289 y,4,x,1,1.25
1290 x,1,y,4,4.25
1291 y,4,x,1.25,1.5
1292 x,1.25,y,4,4.25
1293 y,4,x,1.5,1.75
1294 x,1.5,y,4,4.25
1295 y,4,x,1.75,2
1296 x,1.75,y,4,4.25
1297 y,4,x,2,2.25
1298 x,2,y,4,4.25
1299 y,4,x,2.25,2.5
1300 x,2.25,y,4,4.25
1301 y,4,x,2.5,2.75
1302 x,2.5,y,4,4.25
1303 y,4,x,2.75,3
1304 x,2.75,y,4,4.25
1305 y,4,x,3,3.25
1306 x,3,y,4,4.25
1307 y,4,x,3.25,3.5
1308 x,3.25,y,4,4.25
1309 y,4,x,3.5,3.75
1310 x,3.5,y,4,4.25
1311 y,4,x,3.75,4
1312 x,3.75,y,4,4.25
1313 y,4,x,4,4.25
1314 x,4,y,4,4.25
1315 y,4,x,4.25,4.5
1316 x,4.25,y,4,4.25
1317 y,4,x,4.5,4.75
1318 x,4.5,y,4,4.25
1319 y,4,x,4.75,5
1320 x,4.75,y,4,4.25
1321 y,4,x,5,5.25
1322 x,5,y,4,4.25
1323 y,4,x,5.25,5.5
1324 x,5.25,y,4,4.25
1325 y,4,x,5.5,5.75
1326 x,5.5,y,4,4.25
1327 y,4,x,5.75,6
1328 x,5.75,y,4,4.25
1329 y,4,x,6,6.25
1330 x,6,y,4,4.25
1331 y,4,x,6.25,6.5
1332 x,6.25,y,4,4.25
1333 y,4,x,6.5,6.75
1334 x,6.5,y,4,4.25
1335 y,4,x,6.75,7
1336 x,6.75,y,4,4.25
1337 y,4,x,7,7.25
1338 x,7,y,4,4.25
1339 y,4,x,7.25,7.5
1340 x,7.25,y,4,4.25
1341 y,4,x,7.5,7.75
1342 x,7.5,y,4,4.25
1343 y,4,x,7.75,8
1344 x,7.75,y,4,4.25
1345 y,4,x,8,8.25
1346 x,8,y,4,4.25
1347 y,4,x,8.25,8.5
1348 x,8.25,y,4,4.25
1349 y,4,x,8.5,8.75
1350 x,8.5,y,4,4.25
1351 y,4,x,8.75,9
1352 x,8.75,y,4,4.25
1353 y,4,x,9,9.25
1354 x,9,y,4,4.25
1355 y,4,x,9.25,9.5
1356 x,9.25,y,4,4.25
1357 y,4,x,9.5,9.75
1358 x,9.5,y,4,4.25
1359 y,4,x,9.75,10
1360 x,9.75,y,4,4.25
1361 y,4.25,x,0,0.25
1362 x,0,y,4.25,4.5
1363 y,4.25,x,0.25,0.5
1364 x,0.25,y,4.25,4.5
1365 y,4.25,x,0.5,0.75
1366 x,0.5,y,4.25,4.5
1367 y,4.25,x,0.75,1
1368 x,0.75,y,4.25,4.5
1369 y,4.25,x,1,1.25
1370 x,1,y,4.25,4.5
1371 y,4.25,x,1.25,1.5
1372 x,1.25,y,4.25,4.5
1373 y,4.25,x,1.5,1.75
1374 x,1.5,y,4.25,4.5
1375 y,4.25,x,1.75,2
1376 x,1.75,y,4.25,4.5
1377 y,4.25,x,2,2.25
1378 x,2,y,4.25,4.5
1379 y,4.25,x,2.25,2.5
1380 x,2.25,y,4.25,4.5
1381 y,4.25,x,2.5,2.75
1382 x,2.5,y,4.25,4.5
1383 y,4.25,x,2.75,3
1384 x,2.75,y,4.25,4.5
1385 y,4.25,x,3,3.25
1386 x,3,y,4.25,4.5
1387 y,4.25,x,3.25,3.5
1388 x,3.25,y,4.25,4.5
1389 y,4.25,x,3.5,3.75
1390 x,3.5,y,4.25,4.5
1391 y,4.25,x,3.75,4
1392 x,3.75,y,4.25,4.5
1393 y,4.25,x,4,4.25
1394 x,4,y,4.25,4.5
1395 y,4.25,x,4.25,4.5
1396 x,4.25,y,4.25,4.5
1397 y,4.25,x,4.5,4.75
1398 x,4.5,y,4.25,4.5
1399 y,4.25,x,4.75,5
1400 x,4.75,y,4.25,4.5
1401 y,4.25,x,5,5.25
1402 x,5,y,4.25,4.5
1403 y,4.25,x,5.25,5.5
1404 x,5.25,y,4.25,4.5
1405 y,4.25,x,5.5,5.75
1406 x,5.5,y,4.25,4.5
1407 y,4.25,x,5.75,6
1408 x,5.75,y,4.25,4.5
1409 y,4.25,x,6,6.25
1410 x,6,y,4.25,4.5
1411 y,4.25,x,6.25,6.5
1412 x,6.25,y,4.25,4.5
1413 y,4.25,x,6.5,6.75
1414 x,6.5,y,4.25,4.5
1415 y,4.25,x,6.75,7
1416 x,6.75,y,4.25,4.5
1417 y,4.25,x,7,7.25
1418 x,7,y,4.25,4.5
1419 y,4.25,x,7.25,7.5
1420 x,7.25,y,4.25,4.5
1421 y,4.25,x,7.5,7.75
1422 x,7.5,y,4.25,4.5
1423 y,4.25,x,7.75,8
1424 x,7.75,y,4.25,4.5
1425 y,4.25,x,8,8.25
1426 x,8,y,4.25,4.5
1427 y,4.25,x,8.25,8.5
1428 x,8.25,y,4.25,4.5
1429 y,4.25,x,8.5,8.75
1430 x,8.5,y,4.25,4.5
1431 y,4.25,x,8.75,9
1432 x,8.75,y,4.25,4.5
1433 y,4.25,x,9,9.25
1434 x,9,y,4.25,4.5
1435 y,4.25,x,9.25,9.5
1436 x,9.25,y,4.25,4.5
1437 y,4.25,x,9.5,9.75
1438 x,9.5,y,4.25,4.5
1439 y,4.25,x,9.75,10
1440 x,9.75,y,4.25,4.5
1441 y,4.5,x,0,0.25
1442 x,0,y,4.5,4.75
1443 y,4.5,x,0.25,0.5
1444 x,0.25,y,4.5,4.75
1445 y,4.5,x,0.5,0.75
1446 x,0.5,y,4.5,4.75
1447 y,4.5,x,0.75,1
1448 x,0.75,y,4.5,4.75
1449 y,4.5,x,1,1.25
1450 x,1,y,4.5,4.75
1451 y,4.5,x,1.25,1.5
1452 x,1.25,y,4.5,4.75
1453 y,4.5,x,1.5,1.75
1454 x,1.5,y,4.5,4.75
1455 y,4.5,x,1.75,2
1456 x,1.75,y,4.5,4.75
1457 y,4.5,x,2,2.25
1458 x,2,y,4.5,4.75
1459 y,4.5,x,2.25,2.5
1460 x,2.25,y,4.5,4.75
1461 y,4.5,x,2.5,2.75
1462 x,2.5,y,4.5,4.75
1463 y,4.5,x,2.75,3
1464 x,2.75,y,4.5,4.75
1465 y,4.5,x,3,3.25
1466 x,3,y,4.5,4.75
1467 y,4.5,x,3.25,3.5
1468 x,3.25,y,4.5,4.75
1469 y,4.5,x,3.5,3.75
1470 x,3.5,y,4.5,4.75
1471 y,4.5,x,3.75,4
1472 x,3.75,y,4.5,4.75
1473 y,4.5,x,4,4.25
1474 x,4,y,4.5,4.75
1475 y,4.5,x,4.25,4.5
1476 x,4.25,y,4.5,4.75
1477 y,4.5,x,4.5,4.75
1478 x,4.5,y,4.5,4.75
1479 y,4.5,x,4.75,5
1480 x,4.75,y,4.5,4.75
1481 y,4.5,x,5,5.25
1482 x,5,y,4.5,4.75
1483 y,4.5,x,5.25,5.5
1484 x,5.25,y,4.5,4.75
1485 y,4.5,x,5.5,5.75
1486 x,5.5,y,4.5,4.75
1487 y,4.5,x,5.75,6
1488 x,5.75,y,4.5,4.75
1489 y,4.5,x,6,6.25
1490 x,6,y,4.5,4.75
1491 y,4.5,x,6.25,6.5
1492 x,6.25,y,4.5,4.75
1493 y,4.5,x,6.5,6.75
1494 x,6.5,y,4.5,4.75
1495 y,4.5,x,6.75,7
1496 x,6.75,y,4.5,4.75
1497 y,4.5,x,7,7.25
1498 x,7,y,4.5,4.75
1499 y,4.5,x,7.25,7.5
1500 x,7.25,y,4.5,4.75
1501 y,4.5,x,7.5,7.75
1502 x,7.5,y,4.5,4.75
1503 y,4.5,x,7.75,8
1504 x,7.75,y,4.5,4.75
1505 y,4.5,x,8,8.25
1506 x,8,y,4.5,4.75
1507 y,4.5,x,8.25,8.5
1508 x,8.25,y,4.5,4.75
1509 y,4.5,x,8.5,8.75
1510 x,8.5,y,4.5,4.75
1511 y,4.5,x,8.75,9
1512 x,8.75,y,4.5,4.75
1513 y,4.5,x,9,9.25
1514 x,9,y,4.5,4.75
1515 y,4.5,x,9.25,9.5
1516 x,9.25,y,4.5,4.75
1517 y,4.5,x,9.5,9.75
1518 x,9.5,y,4.5,4.75
1519 y,4.5,x,9.75,10
1520 x,9.75,y,4.5,4.75
1521 y,4.75,x,0,0.25
1522 x,0,y,4.75,5
1523 y,4.75,x,0.25,0.5
1524 x,0.25,y,4.75,5
1525 y,4.75,x,0.5,0.75
1526 x,0.5,y,4.75,5
1527 y,4.75,x,0.75,1
1528 x,0.75,y,4.75,5
1529 y,4.75,x,1,1.25
1530 x,1,y,4.75,5
1531 y,4.75,x,1.25,1.5
1532 x,1.25,y,4.75,5
1533 y,4.75,x,1.5,1.75
1534 x,1.5,y,4.75,5
1535 y,4.75,x,1.75,2
1536 x,1.75,y,4.75,5
1537 y,4.75,x,2,2.25
1538 x,2,y,4.75,5
1539 y,4.75,x,2.25,2.5
1540 x,2.25,y,4.75,5
1541 y,4.75,x,2.5,2.75
1542 x,2.5,y,4.75,5
1543 y,4.75,x,2.75,3
1544 x,2.75,y,4.75,5
1545 y,4.75,x,3,3.25
1546 x,3,y,4.75,5
1547 y,4.75,x,3.25,3.5
1548 x,3.25,y,4.75,5
1549 y,4.75,x,3.5,3.75
1550 x,3.5,y,4.75,5
1551 y,4.75,x,3.75,4
1552 x,3.75,y,4.75,5
1553 y,4.75,x,4,4.25
1554 x,4,y,4.75,5
1555 y,4.75,x,4.25,4.5
1556 x,4.25,y,4.75,5
1557 y,4.75,x,4.5,4.75
1558 x,4.5,y,4.75,5
1559 y,4.75,x,4.75,5
1560 x,4.75,y,4.75,5
1561 y,4.75,x,5,5.25
1562 x,5,y,4.75,5
1563 y,4.75,x,5.25,5.5
1564 x,5.25,y,4.75,5
1565 y,4.75,x,5.5,5.75
1566 x,5.5,y,4.75,5
1567 y,4.75,x,5.75,6
1568 x,5.75,y,4.75,5
1569 y,4.75,x,6,6.25
1570 x,6,y,4.75,5
1571 y,4.75,x,6.25,6.5
1572 x,6.25,y,4.75,5
1573 y,4.75,x,6.5,6.75
1574 x,6.5,y,4.75,5
1575 y,4.75,x,6.75,7
1576 x,6.75,y,4.75,5
1577 y,4.75,x,7,7.25
1578 x,7,y,4.75,5
1579 y,4.75,x,7.25,7.5
1580 x,7.25,y,4.75,5
1581 y,4.75,x,7.5,7.75
1582 x,7.5,y,4.75,5
1583 y,4.75,x,7.75,8
1584 x,7.75,y,4.75,5
1585 y,4.75,x,8,8.25
1586 x,8,y,4.75,5
1587 y,4.75,x,8.25,8.5
1588 x,8.25,y,4.75,5
1589 y,4.75,x,8.5,8.75
1590 x,8.5,y,4.75,5
1591 y,4.75,x,8.75,9
1592 x,8.75,y,4.75,5
1593 y,4.75,x,9,9.25
1594 x,9,y,4.75,5
1595 y,4.75,x,9.25,9.5
1596 x,9.25,y,4.75,5
1597 y,4.75,x,9.5,9.75
1598 x,9.5,y,4.75,5
1599 y,4.75,x,9.75,10
1600 x,9.75,y,4.75,5
1601 y,5,x,0,0.25
1602 x,0,y,5,5.25
1603 y,5,x,0.25,0.5
1604 x,0.25,y,5,5.25
1605 y,5,x,0.5,0.75
1606 x,0.5,y,5,5.25
1607 y,5,x,0.75,1
1608 x,0.75,y,5,5.25
1609 y,5,x,1,1.25
1610 x,1,y,5,5.25
1611 y,5,x,1.25,1.5
1612 x,1.25,y,5,5.25
1613 y,5,x,1.5,1.75
1614 x,1.5,y,5,5.25
1615 y,5,x,1.75,2
1616 x,1.75,y,5,5.25
1617 y,5,x,2,2.25
1618 x,2,y,5,5.25
1619 y,5,x,2.25,2.5
1620 x,2.25,y,5,5.25
1621 y,5,x,2.5,2.75
1622 x,2.5,y,5,5.25
1623 y,5,x,2.75,3
1624 x,2.75,y,5,5.25
1625 y,5,x,3,3.25
1626 x,3,y,5,5.25
1627 y,5,x,3.25,3.5
1628 x,3.25,y,5,5.25
1629 y,5,x,3.5,3.75
1630 x,3.5,y,5,5.25
1631 y,5,x,3.75,4
1632 x,3.75,y,5,5.25
1633 y,5,x,4,4.25
1634 x,4,y,5,5.25
1635 y,5,x,4.25,4.5
1636 x,4.25,y,5,5.25
1637 y,5,x,4.5,4.75
1638 x,4.5,y,5,5.25
1639 y,5,x,4.75,5
1640 x,4.75,y,5,5.25
1641 y,5,x,5,5.25 product
1642 x,5,y,5,5.25 product
1643 y,5,x,5.25,5.5
1644 x,5.25,y,5,5.25 product
1645 y,5,x,5.5,5.75
1646 x,5.5,y,5,5.25
1647 y,5,x,5.75,6
1648 x,5.75,y,5,5.25
1649 y,5,x,6,6.25
1650 x,6,y,5,5.25
1651 y,5,x,6.25,6.5
1652 x,6.25,y,5,5.25
1653 y,5,x,6.5,6.75
1654 x,6.5,y,5,5.25
1655 y,5,x,6.75,7
1656 x,6.75,y,5,5.25
1657 y,5,x,7,7.25
1658 x,7,y,5,5.25
1659 y,5,x,7.25,7.5
